,Book_title,Book_summary
1189,The Sunken City,"Amare Bellamy is not a witch. Orphaned as a child and raised on a ship by the most dangerous men in the Caribbean, Amare is one thing and one thing alone: a pirate. And pirates hate magic. After a fateful storm plunges her to the depths of the ocean, Amare wakes to find herself in a strange new world: an underwater kingdom, where magic exists, but is strictly outlawed by the King—a man who claims to be her true father. As Amare struggles to fit into her new role as Princess of the Sunken City, she finds herself tangled in a web of love between two brothers—one good, one not so good. And as strange powers manifest within her, she must question everything she was raised to believe—especially if she has any hope of stopping the evil brewing at the bottom of the ocean.~~~""Fans of Pirates of the Caribbean will be captivated by this swash buckling adventure on the high seas. A complex and rich narrative... that immerses you fully in the storytelling - a fantasy you won't want to end!"" - Kate W. J. White, author of the Caskets of Ice series"
1190,Waking Romeo,"Kathryn Barker's Waking Romeo is a spectacularly genre-bending retelling of Romeo & Juliet asking the big questions about true love, fate, and time travelYear: 2083. Location: London. Mission: Wake Romeo.It’s the end of the world. Literally. Time travel is possible, but only forward. And only a handful of families choose to remain in the “now,” living off of the scraps left behind.Among them are eighteen-year-old Juliet and the love of her life, Romeo. But things are far from rosy for Jules. Romeo lies in a coma and Jules is estranged from her friends and family, dealing with the very real fallout of their wild romance.Then a mysterious time traveler, Ellis, impossibly arrives from the future with a mission that makes Juliet question everything she knows about life and love.Can Jules wake Romeo—and rewrite her future?"
1191,5 Worlds Book 5: The Emerald Gate,"
Oona and her friends face their ultimate challenge in the final installment of the graphic sci-fi fantasy series that's Star Wars meets Avatar: The Last Airbender! 
In the epic conclusion to the 5 Worlds series, the final battle looms as Oona, Jax, and An Tzu travel to the treacherous world of Grimbo (E)! There, Oona must light the last beacon to save the 5 Worlds, but first she has to find it! When Jax saves an old friend, Oona is given a clue to the green beacon's location.Unfortunately, the journey to lighting it on this strange, watery planet is the most dangerous yet. Meanwhile, Stan Moon has one more trick up his sleeve as his frightening powers and mysterious connection to An Tzu continue to grow. How can Oona ever hope to beat him? Can she count on her friends or will a terrible betrayal mean the 5 Worlds will be lost to evil forever?The 5 Worlds series: #1: The Sand Warrior,  #2: The Cobalt Prince,  #3: The Red Maze,  #4: The Amber Anthem,  #5: The Emerald Gate"
1192,False,False
1193,False,False
1194,Battle of the Linguist Mages,"In modern day Los Angeles, a shadowy faction led by the Governor of California develops the arcane art of combat linguistics, planting the seeds of a future totalitarian empire in Scotto Moore's Battle of the Linguist Mages.Isobel is the Queen of the medieval rave-themed VR game Sparkle Dungeon. Her prowess in the game makes her an ideal candidate to learn the secrets of ""power morphemes""—unnaturally dense units of meaning that warp perception when skilfully pronounced.But Isobel’s reputation makes her the target of a strange resistance movement led by spellcasting anarchists, who may be the only thing stopping the cabal from toppling California over the edge of a terrible transformation, with forty million lives at stake.Time is short for Isobel to level up and choose a side—because the cabal has attracted much bigger and weirder enemies than the anarchist resistance, emerging from dark and vicious dimensions of reality and heading straight for planet Earth!"
1195,Tiger Honor,"Sebin, a young tiger spirit from the Juhwang Clan, wants nothing more than to join the Thousand World Space Forces and, like their Uncle Hwan, captain a battle cruiser someday. But when Sebin's acceptance letter finally arrives, it's accompanied by the shocking news that Hwan has been declared a traitor. Apparently, the captain abandoned his duty to steal a magical artifact, the Dragon Pearl, and his whereabouts are still unknown. Sebin hopes to help clear their hero's name and restore honour to the clan.Nothing goes according to plan, however. As soon as Sebin arrives for orientation, they are met by a special investigator named Yi and his assistant, a girl named Min. Yi informs Sebin that they must immediately report to the ship Haetae and await further instructions. Sebin finds this highly unusual, but soon all protocol is forgotten when there's an explosion on the ship, the crew is knocked out, and the communication system goes down. It's up to Sebin, three other cadets, and Yi and Min to determine who is sabotaging the battlecruiser. When Sebin is suddenly accused of collaborating with the enemy, the cadet realizes that Min is the most dangerous foe of all..."
1196,Engines of Empire,"This epic fantasy tells the tales of clashing Guilds, magic-fueled machines, intrigue and revolution—and the one family that stands between an empire's salvation or destruction.The nation of Torwyn is run on the power of industry, and industry is run by the Guilds. Chief among them are the Hawkspurs, and their responsibility is to keep the gears of the empire turning. It’s exactly why matriarch Rosomon Hawkspur sends each of her heirs to the far reaches of the nation. Conall, the eldest son, is sent to the distant frontier to earn his stripes in the military. It is here that he faces a threat he could have never seen coming: the first rumblings of revolution.Tyreta’s sorcerous connection to the magical resource of pyrstone that fuels the empire’s machines makes her a perfect heir–in theory. While Tyreta hopes that she might shirk her responsibilities during her journey one of Torwyn’s most important pyrestone mines, she instead finds the dark horrors of industry that the empire would prefer to keep hidden. The youngest, Fulren, is a talented artificer, and finds himself acting as consort to a foreign emissary. Soon after, he is framed for a crime he never committed. A crime that could start a war. As each of the Hawkspurs grapple with the many threats that face the nation within and without, they must finally prove themselves worthy–or their empire will fall apart. "
1197,Saga #55,"At long last, Hazel and her star-crossed family are finally back and here to kick off a NEW STORY ARC! So, where the hell have they been? As thanks for fans’ endless patience, the SAGA team is proud to return with a double-length issue—44 pages of story for the regular $2.99 price point—without variant covers or gimmicky renumbering. Just more pulse-punding adventure, heart-wrenching character drama, and gloriously graphic sex and violence, as SAGA begins the second half the series and the most epic chapter yet!The SAGA series has sold over 6.8 million copies to date across all formats, has been translated into 20 languages, and has garnered multiple Eisner and Harvey Awards, plus a Hugo Award, British Fantasy Award, Goodreads Choice Award, Shuster Award, Inkwell Award, Ringo Award, and more. It has been featured in such mainstream media outlets as TIME, Entertainment Weekly, The Atlantic, NPR, and beyond, and has become a pop culture phenomenon."
1198,False,False
1199,Seven Mercies,"The second book in a feminist space opera duology that follows the team of seven rebels who will free the galaxy from the ruthless Tholosian Empire--or die trying. After an ambush leaves the Novantae resistance in tatters, the survivors scatter across the galaxy. Wanted by two great empires, the bounty on any rebel's head is enough to make a captor filthy rich. And the seven devils? Biggest score of them all. To avoid attacks, the crew of Zelus scavenge for supplies on long-abandoned Tholosian outposts. Not long after the remnants of the rebellion settle briefly on Fortuna, Ariadne gets a message with unimaginable consequences: the Oracle has gone rogue. In a planned coup against the Empire's new ruler, the AI has developed a way of mass programming citizens into mindless drones. The Oracle's demand is simple: the AI wants One's daughter back at any cost. Time for an Impossible to Infiltrate mission: high chance of death, low chance of success. The devils will have to use their unique skills, no matter the sacrifice, and pair up with old enemies. Their plan? Get to the heart of the Empire. Destroy the Oracle. Burn it all to the ground."
1200,The Unfamiliar Garden,"The night the sky fell, Jack and Nora Abernathy’s daughter vanished in the woods. And Mia’s disappearance broke her parents’ already fragile marriage. Unable to solve her own daughter’s case, Nora lost herself in her work as a homicide detective. Jack became a shell of a man; his promising career as a biologist crumbling alongside the meteor strikes that altered weather patterns and caused a massive drought.It isn’t until five years later that the rains finally return to nourish Seattle. In this period of sudden growth, Jack uncovers evidence of a new parasitic fungus, while Nora investigates several brutal, ritualistic murders. Soon they will be drawn together by a horrifying connection between their discoveries—partnering to fight a deadly contagion as well as the government forces that know the truth about the fate of their daughter.Award-winning author Benjamin Percy delivers both a gripping science fiction thriller and a dazzling examination of a planet—and a marriage—that have broken."
1201,Star Child: A Biographical Constellation of Octavia Estelle Butler,"From the New York Times bestselling author and National Book Award finalist, a biography in verse and prose of science fiction visionary Octavia Butler.Acclaimed novelist Ibi Zoboi illuminates the young life of the visionary storyteller Octavia E. Butler in poems and prose. Born into the Space Race, the Red Scare, and the dawning Civil Rights Movement, Butler expereinced an American childhood that shaped her into the groundbreaking science-fiction storyteller whose novels continue to challenge and delight readers fifteen years after her death."
1202,False,False
1203,If I Were A Weapon,"See the future. Set things on fire. Fall in love? A superpowered sci-fi romance.When dying alien ships materialized across the Earth, their nanite infection knocked Deneve Wilder out cold. She woke up with the ability to see the future. Determined to keep anyone from using her visions for evil, she took to the road. Giving up everything was a small price to pay for freedom.The ship that hit Jolie Betancourt's town gave her the power to set things on fire. It was safer to start over in a new city. Then one terrible mistake demonstrated far too clearly that for her, solitude is safer. For everyone.So when Deneve shows up after a vision of Jolie being kidnapped, Jolie wants little to do with the frustratingly attractive drifter. Deneve's surprised by how much she wants to thaw the pretty shopkeeper's chilly attitude, but the idea of staying in one place sets off her alarm bells.If they can't evade whoever's abducting people with powers, however, the growing connection they both feel in spite of themselves might be the least of their problems.The first installment of a near-future science fiction F/F romance series, which is slow burn to high heat with a guaranteed HEA at series end.Tropes: superpowers, drifter, ice queen, battle couple, forced proximity.Detailed content warnings are available in the book's front matter and on the author's website.Cover artist: Sarah Waites, Illustrated Page Book Design"
1204,The Book of Sand,"Sand. A hostile world of burning sun. Outlines of several once-busy cities shimmer on the horizon. Now empty of inhabitants, their buildings lie in ruins.In the distance a group of people—a family—walk towards us.Ahead lies shelter: a 'shuck' the family call home and which they know they must reach before the light fails, as to be out after dark is to invite danger and almost certain death.To survive in this alien world of shifting sand, they must find an object hidden in or near water. But other families want it too. And they are willing to fight to the death to make it theirs.It is beginning to rain in Fairfax County, Virginia when McKenzie Strathie wakes up. An ordinary teenage girl living an ordinary life—except that the previous night she found a sand-lizard in her bed, and now she's beginning to question everything around her, especially who she really is...Two very different worlds featuring a group of extraordinary characters driven to the very limit of their endurance in a place where only the strongest will survive."
1205,The Chosen Twelve,"

The Hunger Games 

meets

 Hitchhikers Guide to the Galaxy 

in this breathless survival thriller.Lord of the Flies meets Philip K Dick.
There are 22 candidates. There are 12 seats.The last interstellar colony ship is down to its final batch of humans after the robots in charge unhelpfully deleted the rest. But rebooting a species and training them for the arduous task of colonisation isn’t easy – especially when the planet below is filled with monsters, the humans are more interested in asking questions than learning, and the robots are all programmed to kill each other.But the fate of humanity rests on creating a new civilization on the planet below, and there are twelve seats on the lander. Will manipulation or loyalty save the day?"
1206,Renegade Love,"He’s relentless. He’s aggressive. His armor is scarred to hell.Toth Krag is infamous among bounty hunters. Nobody has ever seen his face and lived to tell the tale. He doesn’t fail. He doesn’t quit. And he doesn’t take prisoners. But maybe he’s getting soft. For once, he showed mercy, and no good deed goes unpunished, so now he’s tracking the deadbeats who run Volant’s Fabulous Spectacle.She’s casual. She’s spontaneous. She never liked Earth that much anyway.Yara Duncan is always at the wrong place at the wrong time. That’s how she wound up as the human attraction in a space circus. Frankly, it’s the best gig she’s ever had. Aliens pay to watch her eat and do puzzles, and she gets to see the galaxy free of charge. She’s enjoying the adventure, until the scariest hunter in the universe shows up. For some reason, he thinks she’s in charge, and he’s determined to drag her back to face his employers.Yara doesn’t run from her problems, and Krag doesn’t know what to do with a human who seems more interested in what he looks like under his armor. This time, the hunter becomes the hunted in the wildly unpredictable game of love..."
1207,Deep Dive,"When your reality shatters, what will you do to put it back together again?Still reeling from the failure of his last project, videogame developer Peter Banuk is working hard to ensure his next game doesn’t meet the same fate. He desperately needs a win, not only to save his struggling company, but to justify the time he’s spent away from his wife and daughters.So when Peter’s tech-genius partner offers him the chance to beta-test a new state-of-the-art virtual reality headset, he jumps at it. But something goes wrong during the trial, and Peter wakes to find himself trapped in an eerily familiar world where his children no longer exist.As the lines between the real and virtual worlds begin to blur, Peter is forced to reckon with what truly matters to him. But can he escape his virtual prison before he loses his family forever?"
1208,Arked,"He will take no prisoners to win her. Lena Everyone on Nomra Prime thinks I’m Mae, a fire goddess come to life. A goddess the males of this planet will kill their own kin to possess. Truth is, I’m just a tough product of the California foster system. I’ve stayed alive on my youth and my looks, and keeping my brain under wraps. That requires a lot of lies. The biggest? The queen believes I’m head over heels for her son. She’s not wrong. She’s just wrong about which one. Ark From the moment I met her, this human female has simmered in my mind, taunting me with promises of hot nights spent making pups. She is Mae, goddess of fire and lies. And my brother thinks he will win the games, and win her hand. He is wrong. Like the ripest fruit plucked from the marketplace of Ra, she will be mine. Three spans, two nights, one winner. The games start at dawn. ***This is the series finale with the character you've been waiting to read. Grab your reader, turn on the fan, and enjoy another ride in Milanaverse! =D"
1209,False,False
1210,Decorum,"The highly lauded, mouthwateringly illustrated miniseries Decorum from the bestselling, comics titan Jonathan Hickman (House of X, Powers of X, East of West) and acclaimed artist Mike Huddleston (Middlewest, House of X) now collected in its entirety in a stunning hardcover edition for the first time.Decorum blends the high impact, event level storytelling of Hickman's recent re-envisioning of X-Men with the sprawling, addictive worldbuilding of the recently concluded East of West. In the world of Decorum, there are many assassins in the known universe. Decorum is the story of the most well-mannered one.The perfect standalone story for fans of epics like Star Wars and assassin action tales like John Wick-but set in a lush science fiction world where the stakes are even higher.Collects DECORUM #1-8."
1211,False,False
1212,Made in Korea,"A Korean nine-year-old named Jesse is adopted and sent to live with a lovely couple in America. Socially awkward, yet equipped with a seemingly encyclopedic brain, the young girl’s journey through the complexities of race, gender, and identity hits a fork in the road when she discovers she’s not entirely human…yet.Adolescence just got a lot more emotional for the world’s first true A.I. system.Collects MADE IN KOREA #1-6"
1213,"The Beauty, Vol. 6","The end is here. Over sixty percent of the world's population has THE BEAUTY...and people are dying. Love, friendship, and life goes on, even as the world burns.Collects issues 27 through 31."
1214,False,False
1215,Fruiting Bodies,"An alien fungal infection has ravaged a faraway planet, turning all but six of the colonists into ravenous alarinkiri. Inyama, a mycologist, is her species’ last hope. But it’s not expertise her fellow survivors want from her.At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied."
1216,The Twice-dead King: Reign,"A Warhammer 40,000 NovelFollow the exploits of Oltyx, who, having finally been granted the throne of the Ithakas Dynasty, now faces far greater threats, from within and without. He soon learns that the lessons of kingship are not quite what he had hoped.READ IT BECAUSEExperience the tumutluous reality of ruling a necron royal court and battling the the Imperium from the perspective of an necron lord whose mind is split into discrete partitions.THE STORYAfter centuries of exile, the necron lord Oltyx has at last been granted the thing he has always craved: the throne of the Ithakas Dynasty. Kingship, however, is not quite what he had hoped for – Oltyx's reign currently exists aboard the dying battleship Akrops, as it lumbers away from the ruins of his crownworld. Behind it is a hostile armada of unfathomable size, launched by the barbaric alien war-cult known as the Imperium of Man. And within the Akrops' sepulchral hold, an even greater threat festers – the creeping horror of the flayer curse. Faced with such overwhelming odds, Oltyx leads a desperate voyage into a darkness so profound that salvation and doom look much the same. If he and his dynasty are to make it through that long night, Oltyx will have to become a very different sort of king."
1217,Day of Ascension,"A Genestealer Cults NovelThe people of forge world Morod have found a new hope against despair and toil. The long-awaited angels are close, and the cult must prepare for their coming.READ IT BECAUSEAcclaimed science fiction author Adrian Tchaikovsky's first full-length work for Black Library takes the form of Day of Ascension, in which the populace of the forge world of Morod grow weary of the backbreaking work and injustice of their lives. But how far will they go to achieve change?THE STORYOn the forge world of Morod, the machines never stop and the work never ends. The population toils in the mines and factoria to protect humanity from the monsters in the void, while the Adeptus Mechanicus enjoy lives of palatial comfort.Genetor Gammat Triskellian seeks to end this stagnant corruption. When he learns of a twisted congregation operating within the shadows, one which believes that the tech-priests are keeping people from their true salvation – a long-prophesied union with angels – he sees in them an opportunity to bring down Morod's masters and reclaim the world in the name of progress.But sometimes, the only hope for real change lies in the coming of monsters."
1218,Some of the Best of Tor.com 2021,"A collection of some of the best original science fiction and fantasy short fiction published on Tor.com in 2021.Includes stories by:'Pemi AgudaG. V. AndersonElizabeth BearKate ElliottAliza GreenblattGlen HirshbergElsie Kathleen JenningsCheri KameiJasmin KirkbrideMatthew KresselUsman T. MalikSam J. MillerAnnalee NewitznocSarah PinskerDaniel PolanskyPeng ShepherdCooper ShrivastavaLavie TidharCatherynne M. ValenteCarrie VaughnE. Lily YuAt the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied."
1219,Genmate Mistaken,"
Vengeance led him to love. But will it destroy him, too?
Vengeance keeps ’Topian Edwin Mysk from surrendering to the pain of the destruction of his home world and the loss of the genmate he might have had. One day the Xeno Consortium will know his wrath. Until then, he will pursue his self-imposed mission to locate and reunite the massacre survivors.When he lands on Laxiter 4, he finds the ’Topian settlement abandoned, except for a lone woman. Lala. Their immediate, intense bonding proves she’s his genmate, the one female his genetics have chosen for him—the one he’d believed lost forever. With Lala at his side, he resumes his search for the others.But Lala is not the ’Topian he thinks she is. She’s a shapeshifting Xeno, a disgraced former general in the consortium military wrongly convicted of helping ’Topian insurgents escape annihilation. Edwin Mysk offers her best chance to locate the escapees and receive a stay of execution—as long as he doesn’t discover her secret.Will the gulf between hatred and love, despair and desire, prove too wide for them to cross? Is their genmate bond a tragic mistake?* * * *Lala and Mysk’s romance spans three books: Genmate Mistaken, Genmate Forsaken, and Genmate Imperiled. An HEA is guaranteed at the end of Genmate Imperiled."
1220,Firefly: Return to Earth That Was Vol 2,"The new characters, new enemies, and a new era of Firefly continues as the crew of the Serenity find themselves stranded on The-Earth-That-Was!New York Times best-selling writer Greg Pak (Darth Vader) along with artist Simona Di Gianfelice (Power Rangers), Jordi Perez (Queen of Bad Dreams), and Jahnoy Lindsay (Marvel’s Voices) continue the Firefly saga featuring the original crew of the Serenity. In an attempt to evade the Alliance the crew of Serenity find themselves stranded on The-Earth-That-Was, a strange world filled with ancient artifacts, a new civilization and…maybe some semblance of hope. As strangers in a strange land they encounter individual and shared challenges galore! Will Captain Kaylee be able hold her crew together and not strangle Captain Mal in the process? Does Zoë find out what it truly means to be a Washburne? Can the legacy of Shepherd Book unite Lank and Mal and a new world? Collects Firefly #29-32."
1221,Clan and Covenant,"Initially unsure about their impending arranged union, Dramok Korkla and Nobek Raxstad have grown to care for each other. They’re impatient to begin their life together when their parents spring a surprise on them: a third clanmate, someone they’ve never met, has been chosen to join them.Imdiko Govi has delayed being promised to a clan for several reasons: his burgeoning psychology career and a past arranged clanship that went horribly wrong. However, his parents are certain they’ve found the perfect Dramok and Nobek for him and won’t take no for an answer.The trio is reluctant to give the arranged relationship a chance, but sparks soon fly. Love seems assured, but trouble is waiting in the wings. Govi is crushed when he fails a patient, sending him into a tailspin that threatens his newfound relationship. Worse, as a member of the Royal House staff, Korkla soon finds himself in the path of a murderous foe. An attack on Raxstad threatens to destroy the clan before it begins.Love on Kalquor is wonderful, but only if the trio survives to enjoy it."
1222,The Enemy Delusion,"Welcome to a brand-new vision of one of comics' most famous tragedies, from New York Times bestselling author Claudia Gray and illustrator Eric Zawadzki. In this second book of a graphic novel trilogy, two teenagers on opposite sides of the same extinction-level event get drawn deeper into conspiracies that could doom them--if the planet doesn't self-destruct first.Sera is a young soldier, bred her entire life to fight for Krypton. She would die for this planet, but she's never had the time or inclination to enjoy it. Zahn, however, is a young scientist, full of hope and ideas for how to improve Krypton for all its citizens. And yet, the cracks in his world are beginning to appear. In fact, both Sera and Zahn are unique in ways that will soon drive them from their destinies and toward each other--toward a cataclysmic ending to all that they once held true.Having learned of Krypton's possible fate, Sera and Zahn find it increasingly difficult to continue with their everyday lives. Sera's enhanced fighting skills may impress General Zod, but they seem to raise suspicions among her fellow soldiers. Zahn finds it equally challenging to maintain his studies and his friendships, as he carries both the knowledge of an underground rebel group's plans and the experiments conducted by Jor-El and Lara. Jor-El himself attempts to alert the tribunes about the looming danger to the planet."
1223,"Power Rangers, Vol. 3","Reeling from a crippling defeat at the hands of their new enemy, the Omega Rangers retreat and must turn to their greatest enemy to stop the Empyreals.CAN THE OMEGA RANGERS AND DRAKKON SAVE THE UNIVERSE? Reeling from a crippling defeat at the hands of their new enemy, the Omega Rangers retreat to Safehaven in search for a way to stop the Empyreals. Will Drakkon, previously their greatest enemy and now their tenuous ally, provide the answers they seek… or will he show his true colors and betray them in the most dire hour? Meanwhile, the Emissaries have their own plans, which may hold the key to saving the entire universe! Superstar writer Ryan Parrott (Mighty Morphin Power Rangers/Teenage Mutant Ninja Turtles) and fan favorite artist Francesco Mortarino (Firefly: Bad Company) ramp up the stakes in this latest chapter of the UNLIMITED POWER era. Collects Power Rangers #9-12."
1224,False,False
1225,"Krieg (Warhammer 40,000)","A Death Korps NovelThe Death Korps of Krieg are deployed to a soul-crushing siege in the Octarius War Zone. They’re the right regiment for the job, though victory might come at a price that some might balk to pay.READ IT BECAUSESteve Lyons lifts the mask on the enigmatic Death Korps of Krieg, to show us the true horror that lies at the heart of this storied regiment. If you’re looking for a meat-grinder war, you’ve found it.THE STORYKrieg is a dead world.Fifteen hundred years ago, it declared its independence from the Imperium of Man, and paid the price. One loyal soul defied its treacherous rulers, and laid the world to waste. From these ashes emerged a unique fighting force, forged and tempered in nuclear fire…Today, the Death Korps of Krieg lay siege to a captured hive ctiy on the outskirts of the system-spanning Octarius War, in a desperate attempt to secure the cordon that stops untold masses of Orks and Tyranids from spilling out into the Imperium at large. The Korpsmen are relentless, ruthless, implacable, and unstoppable, even in the face of a war that seems unwinnable. How far will they go to achieve victory, and is history doomed to repeat itself?"
1226,Velocity,"When Holly Crowe, an outsider in Dennamore, learns of the extraordinary discovery of alien artifacts, she stuns the inner circle of the space mission set out to unlock their mysteries by claiming she is meant to be their captain.Claire Gordon lives for fixing cars in her father’s workshop, hiking the Adirondacks, and reading science fiction, but it’s not enough. Desperate to find meaning in her life, Claire stumbles upon the secret space mission and may have finally found her purpose. As Holly and Claire work toward an uncertain future, only one thing is for certain--they will have to risk their lives and their hearts to discover the truth."
1227,False,False
1228,The Power of Regret: How Looking Backward Moves Us Forward,"From the #1 New York Times-bestselling author of When and Drive, a new book about the transforming power of our most misunderstood yet potentially most valuable emotion: regret.Everybody has regrets, Daniel H. Pink explains in The Power of Regret. They're a universal and healthy part of being human. And understanding how regret works can help us make smarter decisions, perform better at work and school, and bring greater meaning to our lives.Drawing on research in social psychology, neuroscience, and biology, Pink debunks the myth of the ""no regrets"" philosophy of life. And using the largest sampling of American attitudes about regret ever conducted as well as his own World Regret Survey--which has collected regrets from more than 15,000 people in 105 countries--he lays out the four core regrets that each of us has. These deep regrets offer compelling insights into how we live and how we can find a better path forward.As he did in his bestsellers Drive, When,  and A Whole New Mind,  Pink lays out a dynamic new way of thinking about regret and frames his ideas in ways that are clear, accessible, and pragmatic. Packed with true stories of people's regrets as well as practical takeaways for reimagining regret as a positive force, The Power of Regret shows how we can live richer, more engaged lives."
1229,What My Bones Know: A Memoir of Healing from Complex Trauma,"A searing memoir of reckoning and healing by acclaimed journalist Stephanie Foo,  investigating the little-understood science behind complex PTSD and how it has shaped her life""Every cell in my body is filled with the code of generations of trauma, of death, of birth, of migration, of history that I cannot understand. . . . I want to have words for what my bones know.""By age thirty, Stephanie Foo was successful on paper: She had her dream job as an award-winning radio producer at This American Life and a loving boyfriend. But behind her office door, she was having panic attacks and sobbing at her desk every morning. After years of questioning what was wrong with herself, she was diagnosed with complex PTSD--a condition that occurs when trauma happens continuously, over the course of years.Both of Foo's parents abandoned her when she was a teenager, after years of physical and verbal abuse and neglect. She thought she'd moved on, but her new diagnosis illuminated the way her past continued to threaten her health, relationships, and career. She found limited resources to help her, so Foo set out to heal herself, and to map her experiences onto the scarce literature about C-PTSD.In this deeply personal and thoroughly researched account, Foo interviews scientists and psychologists and tries a variety of innovative therapies. She returns to her hometown of San Jose, California, to investigate the effects of immigrant trauma on the community, and she uncovers family secrets in the country of her birth, Malaysia, to learn how trauma can be inherited through generations. Ultimately, she discovers that you don't move on from trauma--but you can learn to move with it.Powerful, enlightening, and hopeful,  What My Bones Know is a brave narrative that reckons with the hold of the past over the present, the mind over the body--and examines one woman's ability to reclaim agency from her trauma."
1230,The Grieving Brain: The Surprising Science of How We Learn from Love and Loss,"A renowned grief expert and neuroscientist shares groundbreaking discoveries about what happens in our brain when we grieve, providing a new paradigm for understanding love, loss, and learning.For as long as humans have existed, we have struggled when a loved one dies. Poets and playwrights have written about the dark cloak of grief, the deep yearning, how devastating heartache feels. But until now, we have had little scientific perspective on this universal experience.In The Grieving Brain, neuroscientist and psychologist Mary-Frances O'Connor, PhD, gives us a fascinating new window into one of the hallmark experiences of being human. O'Connor has devoted decades to researching the effects of grief on the brain, and in this book, she makes cutting-edge neuroscience accessible through her contagious enthusiasm, and guides us through how we encode love and grief. With love, our neurons help us form attachments to others; but, with loss, our brain must come to terms with where our loved ones went, or how to imagine a future that encompasses their absence.Based on O'Connor's own trailblazing neuroimaging work, research in the field, and her real-life stories, The Grieving Brain does what the best popular science books do, combining storytelling, accessible science, and practical knowledge that will help us better understand what happens when we grieve and how to navigate loss with more ease and grace."
1231,Faithfully Different: Regaining Biblical Clarity in a Secular Culture,"Welcome to Your Place in a Worldview Minority In an increasingly secular society, those who have a biblical worldview are now a shrinking minority. As mainstream culture grows more hostile toward the Bible’s truths and those who embrace them, you’ll face mounting pressures—from family, friends, media, academia, and government—to change and even abandon your beliefs. But these challenges also create abundant opportunities to stand strong for Christ and shine light to those hurt by the darkness of our day. In Faithfully Different, author and apologist Natasha Crain shares how you can live out your faith with conviction, discernment, and courage. You’ll be equipped toidentify and respond to today’s most significant worldview pressures, such as cancel culture, secular social justice, progressive Christianity, deconstruction, virtue signaling, and moreengage effectively with a world that ridicules biblical truthsdefend your faith from misguided influences and live as a bold witness for the LordAs the standards of our day mutate and devolve, Faithfully Different will give you the insight and encouragement you need to believe, think, and live biblically no matter what you face in these turbulent times."
1232,More Than Words: The Science of Deepening Love and Connection in Any Relationship,"Increase intimacy, connection, and love with this illuminating, science-based guide to creating meaningful and lasting relationships. When it comes to building a better relationship with your partner, touch and connection matter so much more than the words that you say. And author and therapist John Howard is here to tell us why. More Than Words shows you how to deepen love and connection in any relationship based on the latest cutting-edge research in interpersonal neurobiology, trauma-informed healing, attachment theory, and many more scientific fields. This book explains why verbal communication may not elicit the connection you seek and offers ways to practice and form new habits that can nurture love, care, safety, comfort, and passion in relationships. Science shows that these techniques work, but most people don’t know them yet. You can start using these techniques today to increase intimacy and emotional connection in your closest relationships. Mindful of all the needs of the modern individual, More Than Words is inclusive of LGBTQ+, polyamorous, and other nontraditional committed relationships and ultimately looks to elevate the way we strengthen the most important bonds in our lives."
1233,The Voltage Effect: How to Make Good Ideas Great and Great Ideas Scale,"A leading economist answers one of today’s trickiest questions: Why do some great ideas make it big while others fail to take off? “Brilliant, practical, and grounded in the very latest research, this is by far the best book I’ve ever read on the how and why of scaling.”—Angela Duckworth, CEO of Character Lab and New York Times bestselling author of Grit“Scale” has become a favored buzzword in the startup world. But scale isn't just about accumulating more users or capturing more market share. It's about whether an idea that takes hold in a small group can do the same in a much larger one—whether you’re growing a small business, rolling out a diversity and inclusion program, or delivering billions of doses of a vaccine.  Translating an idea into widespread impact, says University of Chicago economist John A. List, depends on one thing only: whether it can achieve “high voltage”—the ability to be replicated at scale.  In The Voltage Effect, List explains that scalable ideas share a common set of attributes, while any number of attributes can doom an unscalable idea. Drawing on his original research, as well as fascinating examples from the realms of business, policymaking, education, and public health, he identifies five measurable vital signs that a scalable idea must possess, and offers proven strategies for avoiding voltage drops and engineering voltage gains. You’ll learn: • How celebrity chef Jamie Oliver expanded his restaurant empire by focusing on scalable “ingredients” (until it collapsed because talent doesn’t scale) • Why the failure to detect false positives early on caused the Reagan-era drug-prevention program to backfire at scale • How governments could deliver more services to more citizens if they focused on the last dollar spent • How one education center leveraged positive spillovers to narrow the achievement gap across the entire community • Why the right set of incentives, applied at scale, can boost voter turnout, increase clean energy use, encourage patients to consistently take their prescribed medication, and more.  By understanding the science of scaling, we can drive change in our schools, workplaces, communities, and society at large. Because a better world can only be built at scale."
1234,"The Secret to Love, Health, and Money: A Masterclass","This in-depth master class from the author of the groundbreaking bestseller The Secret illustrates how to apply the law of attraction to three of life’s most important areas: relationships, health, and money.Discover how to achieve personal happiness, wellbeing, and success with this collection of lessons, advice, and case studies from the bestselling author of the Secret series Rhonda Byrne. In the first part, she further explores the power of positive thoughts and how we can use the creative process to attract and maintain new and healthier relationships.The second part offers in-depth lessons that will help you apply the law of attraction to your health and physical wellbeing, featuring inspiring anecdotes from those who have used The Secret to overcome health crises such as cancer, chronic pain, depression, and more.Finally, learn how to improve your relationship with money by discovering the power you have to bring money into your life. From job hunting to adopting a wealth mindset, Byrne provides all that you need to achieve prosperity and professional success.With these impactful and accessible processes, you will experience firsthand a powerful transformation across all aspects of your life—for the better."
